stem,split,date,site,sha256,pixel_sha256,block,annotators,group,fold,role
20151107133734Ch,train,2015-11-07 13:37:34,Ch,74cfe900ca9b16b3a263316636d64d302fbe607d4f076c8a73694fc43807657e,37c03e3f54ecef14719663452883fea992e84919c32123ec55d0e5c0b3082142,79,1,79,2,train
20151116201114Mh,train,2015-11-16 20:11:14,Mh,fcdede0ee06fce4048fa7dc91c9d70bae6ce2634299649e134bb25aea290ce14,b0c40eea0e34a127b4e9eb752bd70c4e327ff3e67b9f0e1cf3826327b3290f8b,79,1,79,2,train
20151116224034Lh,train,2015-11-16 22:40:34,Lh,81b0976a893f4acf84eef7b05f5ae9ae180e54ab839efed908b83a03faf4408c,aaa58c654af0133ced3a5e50a5749a22eeb81027d393a17d553d964243f45fd2,79,1,79,2,train
20151117172314Mh,train,2015-11-17 17:23:14,Mh,c89cc6f43e2b4f7d3b8fc1ab58ee18a7169a318f57cdbc65b78c474de5c9badd,92f773d478d1e22cad8e1e41e7ffb179b8923c96ee47106783ca2260af08b23c,79,3,79,2,train
20151118172314Mh,train,2015-11-18 17:23:14,Mh,e65bcefccb5c89c40549fcdb58ff3141ca73f24a6e607816d8b93f6c1912cf5e,0e9a9f4511407139eab409d69f3e46e21b890d468a61a4e398aedf9b5486e730,79,1,79,2,train
20151119133734Ch,train,2015-11-19 13:37:34,Ch,ff465b4bc75a427f8f71a4e9ce3e58ddcdb06a9e269c158c78ae0abd17991acb,832fda2ca657c67cc07154574ac1d2467bdbc15d1edb6791c5105c2ae705f0a1,79,2,79,2,train
20151122172614Mh,train,2015-11-22 17:26:14,Mh,68f8f8b704b26e230f15a554a47216fa56e161dabd8bee5ea5a4051e0009c387,3fdeaebfbe1b415a562e3cc13f4441f8749ccd947b09835f94e03463fc25788b,79,3,79,2,train
20151128133714Th,train,2015-11-28 13:37:14,Th,b81e9cea509055a9a4caea1fbc35853a696b0e99318f06321863cdeac733fa10,b09505a273fb51139d60897c09ed1d21584a2a1a3dd0bee53374b57ff23306e2,79,1,79,2,train
20151128133734Ch,train,2015-11-28 13:37:34,Ch,a1f91a69c85192fc833c76a199cb12e1497b03eb91b2f81638c40667c93a00fc,8a1aac5129b20bb01b919281b6f803942a68d7f99e4fcd094106fcaed01a8258,79,2,79,2,train
20151128222134Lh,train,2015-11-28 22:21:34,Lh,d4e60d7dec12070d8a1294bd89bef89d3409cf0cdb29dbcc07f7be791b8965f9,93b41cc54e0af1aefa822bc3d18fc13a3bb6115e255f37145b618a38dccc91ee,79,1,79,2,train
20151209201754Bh,train,2015-12-09 20:17:54,Bh,3e82cd6107ce4b169346832a8eb506905758f7cdfaffaea4fd95b573d9d02939,364ebd5850c28916d09ea3696ef9c902fac1046c9d3a653f76279ae3c46c2fca,80,1,80,2,train
20151212171154Bh,train,2015-12-12 17:11:54,Bh,3b14c2a1428fc8987f977becfe613a76cd5698899c69e2efc72003971c654223,6ba7bfb8cbdbc88e766c96bd2b925d49262d6dac8f25b5243f3d8fc4e712c82d,80,1,80,2,train
20151213023454Uh,train,2015-12-13 02:34:54,Uh,66b795be49edc39d0a0d35a2d60bdc4c535d44449924965ae15a884b69adae15,0d376e1dc78bf4a8bb1c97c71df6c3ee88ab24b3a9e4af947b63d36d3cddfa7b,80,1,80,2,train
20151219133734Ch,train,2015-12-19 13:37:34,Ch,d8da3803bfc491c0a50b16215f46ca2a768df0c956188fad6d684dd642980602,d687ac41455cec564106cf300efac91dcdafa553ea024359fc3a0c8f541db7d4,80,1,80,2,train
20151224133734Ch,train,2015-12-24 13:37:34,Ch,994ddca68dad77873cfc79015ad4e1370f59caae8f77cc0a3af778f552b7b327,8f0ede4e16b714ae05264797bdb6d607466c516bb718e324a54909f70c723ecd,80,1,80,2,train
20151226133734Ch,train,2015-12-26 13:37:34,Ch,22a61e22f1b0f18f70551dde5a15837d9337ae110ecefa4fadaa64c77236b075,cf75318df42637b5a64177c03a718f754a788066ca3b9e710b29b6a7aa4791ce,80,1,80,2,train
20151228024254Uh,train,2015-12-28 02:42:54,Uh,d2f9f0310cbf35c6fa9e30d2396aa3605422ec70e76f4e60c157079a9b84f11e,33f829a38159aa1bbbb2ff83bb1d08e9121ddd798e96d0671015141774f03d48,81,1,81,4,train
20160101133714Th,train,2016-01-01 13:37:14,Th,67dc1aec30ee8ba95bd0a68b1caa3d492500237bc17f5f275c950530cf6adcde,b7a2240f072a8ef5945fd88960c0e45c36d243b53a450fe954e2cd7afbad95bf,81,3,81,4,train
20160103133734Ch,train,2016-01-03 13:37:34,Ch,31fd17a29c3a94cb23e24d10f3292ecad70350dec40e5cf5d7f3699ea785e567,940fa8d69bc43857d6faa7efca688359f5b7180fbd8b64275fdeb61d56f1d189,81,1,81,4,train
20160107133714Th,train,2016-01-07 13:37:14,Th,2bc3494a6c64e027c766d5ffccc9e266f1a093518b582016ee71267de94cd7d6,699a4cff33ee125edf4778bde44af1d792e9ceae29b42245327a56b02a21b653,81,1,81,4,train
20160110133714Th,train,2016-01-10 13:37:14,Th,222fdf4d9b64086e31641491e4e9e6680b9190e698c8fb0b70dba47a18780b99,31ccda3177fafd0110a205f8e76ddd27096c4db2c6e744bde05bf990702a4d1b,81,1,81,4,train
20160125154854Bh,train,2016-01-25 15:48:54,Bh,5ac2f531d9e425ba773eac55885811c0713e9f2b120961ca94d12bdd2ad8f985,321f6bcb03a315559b683b2b3440ce759a42e18d9891a8ae1f157dda8d0676eb,82,1,82,4,train
20160127225034Lh,train,2016-01-27 22:50:34,Lh,2d807033186b5a0cbd468fff7b3cec04ce492d4814fbf82a5fa93a5b9305491c,2d188aac16a0b3410d74193d68d8484847364b8c106f1f04914e924bf93aea6c,82,1,82,4,train
20160129225334Lh,train,2016-01-29 22:53:34,Lh,9a70d55da5fb34f58dad39dce45b013653e56b86f10922039c90ec3fd6700da0,f6dc4b772bf7801e4f81b70211ba2825442e4f1cc621c5db89072d1cdce450cc,82,1,82,4,train
20160201025254Uh,train,2016-02-01 02:52:54,Uh,d896cad21fdef6cdf7b2fbec4cb490ca42d672e072085c51c9fdb8a3beb61353,3fcd23cf93b81e97c1e3f0061cb157b012339ce3476aaebd19f9e59cc8fb6aa4,82,1,82,4,train
20160204133734Ch,train,2016-02-04 13:37:34,Ch,a5e55bd931deb4de13893d59e1c3b2d88886da976ab689b7fbdcc47cb79174d8,79ed0eecd76605b26adad7cb3e2aab30753bd65befd6858616cb3bd8264bffbc,82,2,82,4,train
20160213153054Bh,train,2016-02-13 15:30:54,Bh,d487405424bda8b85dafbc6704884274695f967476d428528e73074ebfd8c565,01d7705502bd07c60af7d83ca0b6d00c1c82d9d10abdff3393fc81188f08213b,82,3,82,4,train
20160215133734Ch,train,2016-02-15 13:37:34,Ch,df1f855a2a2a4b7132b5c810a2ba50b2776fec8f79e1b1202f8c337af8da378f,e8c4404fdc06ac83ae3c56c090b2a2cc450784c83b7ad00663c6cd888199f2f7,82,3,82,4,train
20160215175514Mh,train,2016-02-15 17:55:14,Mh,1c8a8d14fbebeae5913701b54328ff21438a9bd805af5d5ee264a6da1baa2cb6,727c698d33c71fd75d38ee8184e65fc6346e7fee7238abac06ea4ac40258435d,82,1,82,4,train
20160223173514Mh,train,2016-02-23 17:35:14,Mh,6f0b641af928bec4b88fffb091f898a7835b74a2e9b8660cf81e7d4b2ac275fa,41dfde4ed33ba8a9d12d298c6f6d8d9cd45a8b99ccfa73bfd47aa13c617f3453,83,2,83,3,train
20160225173314Mh,train,2016-02-25 17:33:14,Mh,61aa6bb44544072968e24a03a3ca376e0f7127aadf53917dd99147be035147fa,1cdc9d8989a14a48fba928fe49a22db73fb0bd3a5856617a27a1e6be16cc1ca1,83,3,83,3,train
20160226173214Mh,train,2016-02-26 17:32:14,Mh,f3e5cc0076b8458c59e6a9089f3efe2c60d7b5e52ebe973f302c9943d262b532,a00aad4719ba2676cb95553428a256a0767ebf2a1ff1a69f5048bb71d798b091,83,2,83,3,train
20160229151254Bh,train,2016-02-29 15:12:54,Bh,fb8486314262e76dd07459561302c6660199506cf748266e17a7ce97cfbd9f9b,131645e5e4b376734b49e3eb5cb656d798870e71be9a8ca553f8901b216984e7,83,3,83,3,train
20160302133734Ch,train,2016-03-02 13:37:34,Ch,bcaff943f075f8aa62e67b4f0d943f698377edbf4a827e52c6ed6dfcf7551ee6,edcedbd1e35fb30cab54d67a5713724f0199ea3304067d77631530ff53d5845e,83,1,83,3,train
20160309172214Mh,train,2016-03-09 17:22:14,Mh,4cf67ca68e9b3b375955376f521057ed7fa047979d5d5f16e8c35e63c927fc5f,b5c5b91ceb7d86d0513ac7294c7747044935f51f745fe109012a2c10b2dc69e0,83,1,83,3,train
20160310133734Ch,train,2016-03-10 13:37:34,Ch,4aeef520f9ba528bae6709622f9f4ff493a01b5855ff9e16e4bba77554b27cae,f6cdf7690100d65664787b757d238e09ca12e5391d4c5591afa78f9f5ca103b0,83,3,83,3,train
20160315133714Th,train,2016-03-15 13:37:14,Th,687d0f37967a4b73b7d4e44d133154996e9419f82ca5ee67f7c02f337bcf479e,e9ca6566687450250448ad53a7d5f7ebb455c116323970d6d62d91037f5117b3,83,2,83,3,train
20160317232434Lh,train,2016-03-17 23:24:34,Lh,06a8df07b58fe16d95afdc994fe7d00d49e5e1c8d67c9fc3642ec835f100929a,0ef077e31b714e7b537be803d8f31679b65e6e355308399014962f23c530e060,83,1,83,3,train
20160320133714Th,train,2016-03-20 13:37:14,Th,f2247a7cfdb7f72e3e2935741d207de64a06c7b3eba9967caefa8b8ab4776324,d768a39be0fe47c03a2380d20fd6bc0c39011bdaad7bda055dafedc1deee0f89,84,3,84,2,train
20160326143654Bh,train,2016-03-26 14:36:54,Bh,279017856c792caa0fbe289f67a5acd268e999dc94ace773c8cd54f85d29215f,e52141b4cbeee1911a396572344d0eb69f56e8e1c8f34f2ffe0f5f2465ad08ed,84,1,84,2,train
20160327170714Mh,train,2016-03-27 17:07:14,Mh,991cb6f88a201e16edb14295da4c82d583cf263e993ba7a4699317e95753634a,dc62883ac2aec7488f04bf5d6520b911230d1ac2cb7a217c26f2940a4cc88f3d,84,1,84,2,train
20160401133734Ch,train,2016-04-01 13:37:34,Ch,ed23e4b8a3c5cfa2943714528ff244ede6e73377e96190dff99e626d4749e19c,b129dbf2b1a4fee6058266dec3f026fddbbc40137d30cb063af360bc0bc95c48,84,1,84,2,train
20160401170314Mh,train,2016-04-01 17:03:14,Mh,f15e54ad1c800aa00a5df61d2089465ccd7eb7bc5a522f8b7e1e2e86b1162b87,ff0e57e3649c7cc5ab15eae087122620b703cc3597549901009f9e2d219a7eab,84,3,84,2,train
20160402025254Uh,train,2016-04-02 02:52:54,Uh,87d6456af058cef9aaa7783467d354c0dd890bd53b924ab54d359e51fc5de6f5,8c1c417643bb9db633f04f9136c2f0ffc45097466140c64e744d9c589d220659,84,2,84,2,train
20160403170114Mh,train,2016-04-03 17:01:14,Mh,169c17456f5b0f838f824541e220af40694966b5575060659fbf5e72777a09ad,3257146d119a608a01ed146e36bfcb4d895ab786a1784e50a61a293ef4dcbe23,84,3,84,2,train
20160408232234Lh,train,2016-04-08 23:22:34,Lh,240321fc77b53de75cf6d269c8a3522d0ab9ff5a021c98a27e96f0e2a1e49215,d355b11a60f0579eee6ddbe18a989fbb9d0a68b93dfcaddcd5c4bbae4beb7ddd,84,1,84,2,train
20160411134234Ch,train,2016-04-11 13:42:34,Ch,283a149e19146320a9f43c7e3cc7988683b4e7fede3c9078afb96bb542f47392,a75d0805d3e819732a269cc90da7810e1b9afe9a8f1f13d7c76747eb019af413,84,1,84,2,train
20160430133714Th,train,2016-04-30 13:37:14,Th,0dbd4ab704977aea96f2d8eba62cceca359180c3973cca880f8b28903c1c4d8c,3d6b039e5eb912a88cff0a5c4a27cc35dfa1b4a553e11cb020294e80285f3ba0,85,2,85,0,train
20160430133734Ch,train,2016-04-30 13:37:34,Ch,8ff0de0e5f0b897234db485defa316a8b507da0c799ec438a2a051088656cd47,8efc4d0a5687bdcbd5fa39e0f742abddbabbd547561c3321b7add2b2991e7c3c,85,1,85,0,train
20160501143154Bh,train,2016-05-01 14:31:54,Bh,500233a1e4418065f0c02614e48933734072db285831731d473592b5b87f48d0,9e653ed282c6de7bfbb24f12ba170a7deab25fe88377b455aa5e4eb806e3fcfa,85,2,85,0,train
20160510163914Mh,train,2016-05-10 16:39:14,Mh,cb79edea488a411b2d70ac4509b3317f2ecbf32cf1a84078552f427e635d2100,e4be05cacd5766645361f4c40cf77e16ea29647b751bc60e3a39c8e85ba08514,85,1,85,0,train
20160516012454Uh,train,2016-05-16 01:24:54,Uh,88300a3000b56fb7009b6bb64d18765db9fb9b430de68945d2929d90824c650c,2a1d55f8d30bb9514e4cfe894a963595d2f236225452b0ad01852fbab6a86d45,86,1,86,3,train
20160518011654Uh,train,2016-05-18 01:16:54,Uh,c25b020922222dc48f255c9706561dfe77bad4e82c5b962c5df058f5207875f3,0f97985c59cc3c191c152d22a874f4aa366413e729c31cf4c139e78eda73124f,86,1,86,3,train
20160526011254Uh,train,2016-05-26 01:12:54,Uh,7c1fe44c399a18c81488fef22d8ef30631694bda9fb191c6f01baa3cb6b473db,bbb6b1466303f3f05deaf8ecf4a1e64c2cde26847dd5ee129b0f7eae1b8e358d,86,3,86,3,train
20160530234734Lh,train,2016-05-30 23:47:34,Lh,b35a34ccfe1ef31332063b6455982ec7c743d2d2fa8f2bdf1650963e239b1d89,addc11f2ef658be917f266723f8f50c1ff2dab7dc2d5fdf40c198a9ae3a95808,86,1,86,3,train
20160604163414Mh,train,2016-06-04 16:34:14,Mh,94f0ff4ba227317acac741aec8184ca335d490cd64e76499ac4032336312e009,0b4b471dad3cff0335f480027219811c5bb2ec7abb816afbf707d1588bf18903,86,1,86,3,train
20160606163514Mh,train,2016-06-06 16:35:14,Mh,b4131c37cd07f752275fa0a51c6deea6d0e9ad09a77e79042e1675cea7c42ff8,49f716641e4ddd35ead18dbf8231c473399b6f495c1b691bc2e386ed0d3036da,86,2,86,3,train
20160609133654Bh,train,2016-06-09 13:36:54,Bh,c2ecba30f90e10f001b28715e86d5a8092025c766b8f133c0ce66b04cec6cc0b,e64a7c90da6c68c98115e0c93aae0d6055ceedfedcdeda110eebe721f3f8eec4,87,1,87,0,train
20160617133654Bh,train,2016-06-17 13:36:54,Bh,1a6c7d8c6fe3272df42a1e79aeec0fce4e43039accec0b7e7b00797ee557d9c0,7c57de73b720e0b546fe9837ca7e7c676e71201b0089ba0d41ec3bd05d25636c,87,3,87,0,train
20160619133714Th,train,2016-06-19 13:37:14,Th,6ef782d9e618e023236d637afea0fa4766ac6cbdb5b79c8bee20b99c9b426b09,106c6de16c4db1ff4a6191a7d9d2800e207c7f4bc2d7961d4432cc77f6e88ab8,87,1,87,0,train
20160627133734Ch,train,2016-06-27 13:37:34,Ch,9007d3f2543656715d1ec0458dc3c232ce871c275ea0da2b67ed0e238fe85006,d60e277dd0d6fdceb2e3a9e1a6ee5324bb555ae598e1c6a91e08a43b1a0b34b8,87,1,87,0,train
20160628152654Bh,train,2016-06-28 15:26:54,Bh,6215bf2cf9c94ba0e187c0161cf35af08952396cc8d7285042d3cb714819d926,79873da8b00166caaed96863095b393bb622ea402d6c212837050ccc8b9cdaa5,87,2,87,0,train
20160629133714Th,train,2016-06-29 13:37:14,Th,3ee9e15a2cb3d4f8b7881f95ffb133064defdde3e948e51871ca7ebf92f32457,b0861890e5c8cad79695b873e51a25cd32dd6afce7d49662f03deba4b4a6696d,87,1,87,0,train
20160703133714Th,train,2016-07-03 13:37:14,Th,1876f56390ccc89a750dae65d50d4330f504d39284f6387d26d3a05435cf72b9,6d7bfbbaf766afa824b90bf78a629d90f37e05ac3a9a3b0e7b92644a22c47a3f,87,3,87,0,train
20160714235434Lh,train,2016-07-14 23:54:34,Lh,20c840d5477e275e82e9020cfe6f170a7644c8d5261a2afb087dad337914b041,b36d5258b58367584f8c1fdc996263c04799df68fe41309d31f42b745a381309,88,2,88,2,train
20160720133734Ch,train,2016-07-20 13:37:34,Ch,87cf262672962110c15f4be56c3e06470aa14f81fc7563841c3f7c85b499a5ff,9ceed0f6ef1cc1678a2a17d924379f2b8409297d7d48645737eb690b4d0dbe06,88,1,88,2,train
20160724135554Bh,train,2016-07-24 13:55:54,Bh,4c20e81ab652d78ddbdaad8be7b18e03cfc46a9ec829bf31fab45cf48f5359b9,de31d9dc9272ec6c0ff1571a318d724c9ddbf2abf270f840f15ebc1c68a65b44,88,1,88,2,train
20160726135354Bh,train,2016-07-26 13:53:54,Bh,6343049dfa4c13945aa64db914c9ff356638c20014a8f43f1743ae514c72bd54,92c41a523f8387e82959ad3c02d40651122b40bb462d30dcb8a5e686821da92c,88,1,88,2,train
20160804133734Ch,train,2016-08-04 13:37:34,Ch,708c072496955d880ac9fac2d303cb5167ea8c7605b916bbec37e1aeaf33e2d2,d48a347a37f8fd7a2d97a634ffac7d505bc17618d44ee1bad3c935fb5730771c,89,1,89,4,train
20160808133714Th,train,2016-08-08 13:37:14,Th,b63138d80f43f00cd664e2d0041f12b2f158cf09cfcaa5a0318f312afe49e951,da007d1ce926a6d8691db56b4bef87fb3794aaee1f09003e06fa7234069d5a03,89,1,89,4,train
20160809164914Mh,train,2016-08-09 16:49:14,Mh,0bc49fdefdcef8cbf968e584138bc87ce4626227329a8a25577bc66f28c69aa1,d15a5416ce5fc78cbbb1f94b874c87afd08e8d20584d30f11756082528a6abec,89,1,89,4,train
20160810234034Lh,train,2016-08-10 23:40:34,Lh,dfe65049badf72019f59883ac1187e8ae981d87bdb0ebc06867fef723828859a,7a7f2c5068c4312116100fbfcd1380a9a56f1c4df24959f178374eb1e7e48a85,89,3,89,4,train
20160831133714Th,train,2016-08-31 13:37:14,Th,6b819d575cc18fb2cf4fefd1cd364668d16c8291baba5fe2ed06575844828c6b,ec2323a3e8a730dd1e0161144b0ce7e8ac5189388c800fe6766d795221be694c,90,1,90,4,train
20160920230134Lh,train,2016-09-20 23:01:34,Lh,da93879290f16200e7aed1a8d04414bade69949448dc4e8050bdc4af2fdcd06b,3897d40ba35c25c37407181982dd73e31220bc038a724694ae0be9f445577c94,90,3,90,4,train
20160925165814Mh,train,2016-09-25 16:58:14,Mh,58f336d065717c4bf4facf8332ff1b202d0a5eb82ba91bb126f916792d937f7e,5c382d6dd76ba23ff79440dd666c6f3353ed6e43b92ddee95128090965a66ae9,91,1,91,2,train
20160925225634Lh,train,2016-09-25 22:56:34,Lh,f29557c27ddca8926c72587fa0688d70c5c86f8dfbeccf998f9eb780802393b3,c170d86bc757a438d80d40a378ed8cb4e4c6f5072fb44dffffecd58ec9078c6d,91,1,91,2,train
20160927133734Ch,train,2016-09-27 13:37:34,Ch,f25c4d3ac35847ad83b16c5dac33e059b93d0a6f723e29264e7e544af045f9ad,616c848bcfe53bea8bef8702d0810fa9332872a2a9491525930f23123b379db8,91,1,91,2,train
20160928143554Bh,train,2016-09-28 14:35:54,Bh,ba8020d8caf56870333f86725c3709801b64974687f17c5e86e5a52a2a896bdf,06fea42223629458e742d33f4d7bb3680ac96fd2e3bdfaeea48d624899421051,91,2,91,2,train
20161002225034Lh,train,2016-10-02 22:50:34,Lh,87066f19bc34f782e260605bd3946edbac1aa297c5674c27583ace49286bc11c,8637e738cf0774c3ca313374734e9f41d633cfbf2ecb652b42d9331704918a91,91,1,91,2,train
20161012133734Ch,train,2016-10-12 13:37:34,Ch,c4cfcd074827ca6d9c6d86fe11d7f4c58083771e9edc72d0c49f16c38aa3910a,945053cd88729e837ff3037cfd2f6a9b6efea53d6170d87f610ffbcbb9976018,91,1,91,2,train
20161013133734Ch,train,2016-10-13 13:37:34,Ch,0dd3686a73a84579f8bf143089c78460367b2dd4398d72a988d5aa97e9ca56c4,827faadc0af7ef593bf3117cdb49d4b19cdd1dc0a23f0a6260da578d8a867713,91,1,91,2,train
20161023133814Th,train,2016-10-23 13:38:14,Th,34ddd2cb0ffdc004959d06b998069ef471dc3ccd72639055ba200bf0ff750a4b,3290bbf86daeb43f0a2bf67995d31b7111de32326731a4180cd9095ea98a3e43,92,1,92,3,train
20161105222634Lh,train,2016-11-05 22:26:34,Lh,4fc400bf9c2dd59fae6c74c31515dd8c133e4a511a567f26a1e88fa34a5a8fe4,543ca7309c645e67d7fa0efedfc977e8efac040b4f1f0fac17d0e4d66f0891fb,92,1,92,3,train
20161108021454Uh,train,2016-11-08 02:14:54,Uh,e4184541a7d6a53f027690a6fd6b9bb4540e4444ced8da882c0d8a0341820205,903e477c13b512e85207bf094b8358c44090b261714fb47ed7fd4763c5f0220b,92,1,92,3,train
20161109171714Mh,train,2016-11-09 17:17:14,Mh,827f5832dc1851ed8dd8d2ee0ffdd027d1baf7c869b29f75cf5647ec2d8aafc0,dd00fb91cb4762e9517cafdb1f27d4e871e6cbffaf9ef6f94fecc8a367b72d46,92,1,92,3,train
20161110151454Bh,train,2016-11-10 15:14:54,Bh,225302d94533de210c8a525b2620f42aeacfb42c43072c07f0d87a090d1c434b,7a6876ce708ac8e94764bf73206525a8021ef9fa9ec2b89118d43afcb79e4854,92,2,92,3,train
20161116133714Th,train,2016-11-16 13:37:14,Th,e77ed74398b5eaf00a60d08762accb9e95743c84255e0199bb7b441ce021c81b,afbf2a19ea825e1a05cd114785b7d5fdc7a2305a941867b6029b23b370c8ffce,93,1,93,1,train
20161129022454Uh,train,2016-11-29 02:24:54,Uh,c0c3d33338e1a9bf78f3fa8cb4aadae74d5f5a5581971d71ca0304e217083fd0,faa1751ab2fcce4d30d2aedf5c855f14a319d86cfdb1ec3003e293c5c110bd1c,93,2,93,1,train
20161201160954Bh,train,2016-12-01 16:09:54,Bh,ac005893727d7f769c91e651860820d9ac569ac9fba4373f62e8c65f73e8f76f,accf23e160347a4a2a10c8b56b8c1b8bfc79d0ee42edf5591d516ac2ad291448,93,1,93,1,train
20161205133714Th,train,2016-12-05 13:37:14,Th,836c1e85e8d73c288342d9692bfb10f538089339b1a1e384609f43f1c6315248,107389e71b5685a5c2814f745f38270c823ab1179c21f9760e15fe353a332b06,93,3,93,1,train
20161210133714Th,train,2016-12-10 13:37:14,Th,e248f69e79065e48fd6f2d38fe6a7e6a3404fc75c9918867b5a3bc13ef90446f,f62914eecebb3f97d69f42c924089540dce67f32111df9096ad3dcb490ec6739,93,1,93,1,train
20161217133734Ch,train,2016-12-17 13:37:34,Ch,d41324d6f12c973d05b95b1e9753b1eacd1800ad4d204baffb07fc4058da2502,8926acf5f5e3efc6438006972ca1351249d503be1c17b45f2d69b34d803595a2,94,1,94,1,train
20161222133714Th,train,2016-12-22 13:37:14,Th,0f07621d85cdb2a5003d17372557aa816040fc2fa5ea6dea5aad61ee1b60e973,0ed8514bf8071f6e18d96a139ff80f1647c550012ab18b17f542bea0921f0819,94,2,94,1,train
20161223133734Ch,train,2016-12-23 13:37:34,Ch,8f7375e4b7f69cc282306787d5c648e6c7b4bc1fe2bdf54db112666ae6c75076,1814bac387eab9784e141e6cb2d8869d2fc54b0a4785323d6555f9c66f558c88,94,1,94,1,train
20161224024154Uh,train,2016-12-24 02:41:54,Uh,6bd6f902ba3284f4c1c70f41e0d038824cc7809b8fd293ff423e98ec20b98e91,e94158a048f9b007023dbad46076fb119c9c4a8dbd4214e884b792d3a7486d9a,94,3,94,1,train
20161229133734Ch,train,2016-12-29 13:37:34,Ch,0bd4f9bc5ddf20866ceac869876966a8d2a77b974ff3f66988a321b922f17348,0d74f86b5eb58b1f96ede5f3fdc57e9c4e417e92bf91f4fc91609ac054ab78d3,94,1,94,1,train
20161231133734Ch,train,2016-12-31 13:37:34,Ch,4384069d017a140e44b15accaccd1e67924355a3274600ca77bce0f14fda66bf,ca2c3115bed512e4f3e0e07e747c8b1617d972fc8bf11e9d13cc3e4db58099df,94,2,94,1,train
20170102024454Uh,train,2017-01-02 02:44:54,Uh,98cb5fea303fb8e1e960db50b7ce9d8716fba96d2aafaf8be18c3f5ed4dd598d,cba4375d6da22934860330cadd715a4eaa6e624d98cfb0acd880e3b609324689,94,1,94,1,train
20170103030554Uh,train,2017-01-03 03:05:54,Uh,309b28df997182a6dc10d6ff110b83db9e877079209a7fcf5cb1f6f50236eb0a,600f2371bbd56e15a88b94f5f9714e988f50fb995ea42236af6e533c589deb80,94,3,94,1,train
20170106133714Th,train,2017-01-06 13:37:14,Th,a6b0b2ddfec7cce10fff9b691980362913be8a52ca4680ed9129b1b822e646dd,1d30948479e203e16bfa5fd6f60a7530ae4ecaf6195e7da2d2e922493965a446,94,1,94,1,train
20170107133714Th,train,2017-01-07 13:37:14,Th,0983428e9a400ed1a9a3a51c16d99970f041356bbf6d79b7358174b2ca541c22,df5af3ca8618948b3363066d670c48e23e3f4dc31f914eb47f554adeca1dce23,94,1,94,1,train
20170117175014Mh,train,2017-01-17 17:50:14,Mh,ba231cc99286ef354615955c4cb7219988468eb99585254371b32b6c397d517e,6df21088a9ff8588e3471b11bf1575bc2607f1a3bd0461614330799efb57259b,95,3,95,1,train
20170119031254Uh,train,2017-01-19 03:12:54,Uh,a0dd86bfc1e006705106ed5b45c460f3da1be417d2d3fcae24386e7e5e655cbc,5379bb238931315bbd4046360baf1f053b537028c886cb903edc4e9f6030b4b8,95,3,95,1,train
20170122034654Uh,train,2017-01-22 03:46:54,Uh,7eb94383665fa09882faa978ff6412c1124930562b21667964a1a5053a0afad1,ccd27ff76e30e604b38c8b1c43f5b788686af32886d53d05e1e1e9ae8c6715e1,95,1,95,1,train
20170125133734Ch,train,2017-01-25 13:37:34,Ch,3c7b537632086b036e967fd0a6caf704c38f653634a260a7eb5ba00a327084ed,8291fbba901ee864001651716b4813af2720c3179226af34d5c6a1dc9999e3b2,95,1,95,1,train
20170217165250Bh,train,2017-02-17 16:52:50,Bh,c8dec592a424838f85e909a08be6271871d8279b4324f8c94c67fcba3f96cc5a,70d0ca8ce5312505fce89afb872c19036431fe03ca7928c7b3ec32e983b315a6,96,1,96,3,train
20170218173710Mh,train,2017-02-18 17:37:10,Mh,ad16a0ceb7b18d82eb79ef98291c35f18a5b7b69a91230cf5607c4ba5101bb4d,78e03a06b3d2cc54e91609b47b80db01bd97551d15493e454be9ed4ae54cdc89,96,2,96,3,train
20170222133710Th,train,2017-02-22 13:37:10,Th,46304cc29351f68cdcb1f83a8bb5f94cfd1aa19c53854b2c0f6082aad97ffcab,ead89cb6a0f11a9f48cdcdba23b257e274f821ab0130c61625f6e526b4986d72,96,2,96,3,train
20170310133730Ch,train,2017-03-10 13:37:30,Ch,d0deb9b2b3786d4dca79028f7a203b51a8f04b6335f62b1622e22bfe807bae0d,32bb9462af17e9f38fade6009fd23df1a9a5ddb20de5ebd35122081310786938,97,1,97,1,train
20170310173450Bh,train,2017-03-10 17:34:50,Bh,7ed2e5d5065e017f334022497b2f1fcc7af7c66354dd2f574a71e41ced8a012a,1be6da15a2c0eec39651f8b0b86ad8821af135dcd5dc8ebc4e211e29365cdfab,97,1,97,1,train
20170316133730Ch,train,2017-03-16 13:37:30,Ch,fbec8608e3e5a04bed1a1e0f0586e392a1cea6cfa93f432893b200391bff7633,5a3b9a452e9898ba07e81bcf97f2066e76c2c5ca89aff883fbd949d719ad4db3,97,1,97,1,train
20170322015550Uh,train,2017-03-22 01:55:50,Uh,b206ae911b93ae3a682ebe60735cd60c7f6730dac4172255ee7e7e822845ab8a,47da53494dfcea78ce82a0e64c8ae5e236da4a9313dd6a3213de37a2d99a4847,97,1,97,1,train
20170323041730Lh,train,2017-03-23 04:17:30,Lh,d173362c4ef2b4eb30e1dccac7a0ce3e5d63e210e9833970f0c42e7295afef0f,6ed448422defc5c477b5f08965fb350fd45e1f42dcc5bd6dce1bb102619f88a7,97,1,97,1,train
